ACC_NUCCORE	query	distance	pvalue	shared_hashes	recid	Topology_NUCCORE	CreateDate_NUCCORE	Location_BIOSAMPLE	loc_parsed	loc_lat	loc_lng	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	plasmidfinder	pmlst	Length_NUCCORE	GC_NUCCORE	taxon_name	taxon_species_name	taxon_genus_name	taxon_family_name	taxon_order_name	taxon_class_name	taxon_phylum_name	taxon_superkingdom_name	D1	D2
NZ_CP029879.1	edge_3019	0.0898429	0	82	7525	circular	2018-11-10	missing				missing	missing		IncHI1B(R27)_1_R27, AF250878|IncHI1A_1, AF250878|IncQ1_1, M28829	IncHI1 MLST(6):HCM1_043(3);HCM1_064(2);HCM1_099(2);HCM1_116(2);HCM1_178ac(2);HCM1_259(3)	214596	47.65978862606945	Salmonella enterica subsp. enterica serovar Typhi	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.168133999999999	5.038235
NZ_CP029924.1	edge_3019	0.0898429	0	82	7526	circular	2018-11-10	missing				missing	missing		IncHI1B(R27)_1_R27, AF250878|IncHI1A_1, AF250878|IncQ1_1, M28829	IncHI1 MLST(6):HCM1_043(3);HCM1_064(2);HCM1_099(2);HCM1_116(2);HCM1_178ac(2);HCM1_259(3)	217512	47.686564419434326	Salmonella enterica subsp. enterica serovar Typhi	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.196775	5.009964
LT905061.1	edge_3019	0.0898429	0	82	7527	linear	2017-08-04								IncQ1_1, M28829|IncHI1A_1, AF250878|IncHI1B(R27)_1_R27, AF250878	IncHI1 MLST(6):HCM1_043(3);HCM1_064(2);HCM1_099(2);HCM1_116(2);HCM1_178ac(2);HCM1_259(3)	215682	47.69614525087861	Salmonella enterica subsp. enterica serovar Typhi	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.1861258	5.020907
NZ_KP143090.1	edge_3174	0.0898429	0	82	7528	circular	2020-06-03										5540	51.588447653429604	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3600317	-4.612933
NZ_MH522417.1	edge_3610	0.0898429	0	82	7529	circular	2020-06-03								IncX4_1, CP002895		33309	41.841544327358974	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4806614	10.972136500000001
NZ_MK477610.1	edge_3610	0.0898429	0	82	7530	circular	2020-06-04								IncX4_1, CP002895		33309	41.841544327358974	Salmonella enterica	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.475537299999999	10.978162
NZ_CP045460.1	edge_3610	0.0898429	0	82	7531	circular	2020-03-21	Taiwan: Linkou		24.91	121.3	meat			IncX4_1, CP002895		33309	41.84454651895884	Salmonella enterica subsp. enterica serovar Anatum	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	7.4116235	11.054597
CP054384.1	edge_3653	0.0898429	0	82	7532	circular	2020-06-10	USA: California	USA,California	36.7014631	-118.75599740000001	rectal swab from healthy college student	Homo sapiens	whole organism	Col156_1, NC_009781		5164	47.50193648334624	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.858941999999999	-3.6212910000000003
NZ_CP011139.1	edge_3653	0.0898429	0	82	7533	circular	2015-04-06	missing				urine	Homo sapiens	Bacterial culture	Col156_1, NC_009781		5164	47.50193648334624	Escherichia coli VR50	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.861857	-3.6209800000000003
MT230314.1	edge_3957	0.0898429	0	82	7534	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					21625	52.952601156069356	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.7970031000000002	2.7838457
NZ_CP039605.1	edge_3966	0.0898429	0	82	7535	circular	2019-04-29	Canada: ON	Canada,ON	50.000678	-86.000977	not collected	Homo sapiens		IncR_1, DQ449578		38556	56.237680257288105	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.28130594	-3.7753143
NC_021732.1	edge_4055	0.0898429	0	82	7536	circular	2013-07-12										20139	47.09270569541685	Acinetobacter baumannii BJAB0868	Acinetobacter baumannii (470)	Acinetobacter (469)	Moraxellaceae (468)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.7397834	-4.23882
NZ_CP035198.1	edge_4055	0.0898429	0	82	7537	circular	2019-10-31	Laos		19.52	102.1	stool	Homo sapiens		IncR_1, DQ449578		46873	54.688200029867936	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.15016153	-3.7096962999999996
NC_017172.1	edge_4055	0.0898429	0	82	7538	circular	2012-04-12										20301	47.38682823506231	Acinetobacter baumannii MDR-ZJ06	Acinetobacter baumannii (470)	Acinetobacter (469)	Moraxellaceae (468)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.7668725000000001	-4.22915
NC_021728.1	edge_4055	0.0898429	0	82	7539	circular	2013-07-12										20139	47.067878246189	Acinetobacter baumannii BJAB07104	Acinetobacter baumannii (470)	Acinetobacter (469)	Moraxellaceae (468)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.75586385	-4.262658
NZ_CP023961.1	edge_4105	0.0898429	0	82	7540	circular	2017-10-20	Canada:BC	Canada,BC	55.001251	-125.00244099999999	urine	Homo sapiens		IncY_1, K02380		96807	47.74861322011838	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-10.886961999999999	-2.520412
NZ_MH133192.1	edge_4196	0.0898429	0	82	7541	circular	2020-06-03								IncQ2_1, FJ696404		12748	58.47191716347663	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.06521217	-5.0210605
NZ_CP026230.1	edge_4196	0.0898429	0	82	7542	circular	2018-02-24	USA		38.984652000000004	-77.094709						77569	59.585659219533575	Aeromonas sp. ASNIH1	Aeromonas sp. ASNIH1 (1636606)	Aeromonas (642)	Aeromonadaceae (84642)	Aeromonadales (135624)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.9239966999999999	-5.404086
NZ_AP019557.1	edge_4274	0.0898429	0	82	7543	circular	2020-04-18	missing					Homo sapiens		Col156_1, NC_009781		7872	47.91666666666666	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.870054	-3.5758483
NZ_CP033951.1	edge_4344	0.0898429	0	82	7544	circular	2018-11-30	Unknown				Unknown	Homo sapiens		Col(pHAD28)_1, KU674895		4991	45.00100180324584	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.9501975	-0.3149429
NZ_CP044304.1	edge_4344	0.0898429	0	82	7545	circular	2019-12-21	Cambodia		11.5564	104.9282	Pork					4006	45.23215177234149	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.3163678999999995	0.11395089
NZ_CP036334.1	edge_4344	0.0898429	0	82	7546	linear	2019-02-20	India		12.9165	79.1325	blood	Homo sapiens		Col(pHAD28)_1, KU674895		4994	45.01401682018423	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.9137117999999993	-0.37244806
NZ_CP050828.1	edge_4351	0.0898429	0	82	7547	circular	2020-04-08	China: Anhui		32.63	117.05	milk			Col440II_1, CP023921|Col(pHAD28)_1, KU674895		11262	52.39744272775706	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.6463935	0.14008106
NZ_CP026703.1	edge_4475	0.0898429	0	82	7548	circular	2018-03-02	missing				missing	missing				22569	65.14688289246311	Serratia marcescens	Serratia marcescens (615)	Serratia (613)	Yersiniaceae (1903411)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.4154558000000002	-6.089823
NZ_CP032357.1	edge_27	0.09038310000000001	0	81	7549	circular	2019-01-16	China	China	34.4118455	86.0326902		Homo sapiens	organism	IncFIB(K)(pCAV1099-114)_1, CP011596|IncFII(pKP91)_1, CP000966	IncF RST(K4:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(4);FIIS(-);FIIY(-)	185478	50.666386309966676	Klebsiella variicola	Klebsiella variicola (244366)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.2249365	-2.4126182000000003
NZ_LR792629.1	edge_27	0.09038310000000001	0	81	7550	linear	2020-04-23					blood			IncFIB(K)_1, JN233704|IncFII(pKP91)_1, CP000966	IncF RST(K4:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(4);FIIS(-);FIIY(-)	160760	49.84573276934561	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-3.2491689999999998	-4.0562944
CP052477.1	edge_27	0.09038310000000001	0	81	7551	circular	2020-05-04	South Korea: Gangwon		37.82	128.16	blood	Homo sapiens		IncFIB(K)_1, JN233704|IncFII(K)_1, CP000648	IncF RST(K1:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(1);FIIS(-);FIIY(-)	194006	52.43239899796914	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.6960695	-2.839137
NZ_CP025577.1	edge_27	0.09038310000000001	0	81	7552	circular	2019-01-12	Sweden: Stockholm	Sweden,Stockholm	59.3251172	18.0710935		Homo sapiens	Bacterial isolate	IncFIB(K)_1, JN233704|IncFII(pKP91)_1, CP000966	IncF RST(K9:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(9);FIIS(-);FIIY(-)	215872	51.62225763415356	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.3231087	-2.5034952
MN842293.1	edge_27	0.09038310000000001	0	81	7553	circular	2020-04-04								IncFIB(K)_1, JN233704|IncFII(K)_1, CP000648	IncF RST(K1:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(1);FIIS(-);FIIY(-)	185726	53.437321645865424	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.6014757	-2.7419505
MF918373.1	edge_27	0.09038310000000001	0	81	7554	circular	2017-12-26								IncFII(K)_1, CP000648|IncFIB(K)_1, JN233704	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	181928	52.94072380282309	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.6663997000000004	-2.7764043999999997
NZ_CP036307.1	edge_27	0.09038310000000001	0	81	7555	circular	2019-02-20	China: Chengdu, Sichuan	China,Chengdu,Sichuan	30.642769	104.0675118		Homo sapiens	Pure Culture	IncFIB(K)_1, JN233704|IncFII(pKP91)_1, CP000966	IncF RST(K9:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(9);FIIS(-);FIIY(-)	229483	51.41557326686508	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.3117343999999997	-2.3610995
NZ_CP040862.1	edge_27	0.09038310000000001	0	81	7556	circular	2020-03-01	USA	USA	39.7837304	-100.4458825				IncFII(K)_1, CP000648|IncFIB(K)_1, JN233704	IncF RST(K15:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(15);FIIS(-);FIIY(-)	263991	53.00445848532715	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.3580935000000003	-2.693915
NZ_CP020499.1	edge_27	0.09038310000000001	0	81	7557	circular	2019-08-25	USA: Boston		42.3601	-71.0589	urine	Homo sapiens		IncFIB(K)_1, JN233704|IncFII(K)_1, CP000648	IncF RST(K1:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(1);FIIS(-);FIIY(-)	178294	52.3057422010836	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.6067257	-2.8186072999999996
NZ_CP048381.1	edge_28	0.09038310000000001	0	81	7558	circular	2020-02-20	Switzerland	Switzerland	46.7985624	8.231973599999998	environment		cell culture	IncFIB(K)_1, JN233704|IncFII(K)_1, CP000648	IncF RST(K7:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(7);FIIS(-);FIIY(-)	164790	52.804781843558466	Klebsiella variicola	Klebsiella variicola (244366)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.9916444	-2.5022705000000003
NZ_CP027158.1	edge_39	0.09038310000000001	0	81	7559	circular	2018-03-12	missing				missing	missing		IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113639	53.92954883446704	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1112008999999998	-2.0363915
NZ_CP030342.1	edge_39	0.09038310000000001	0	81	7560	circular	2018-07-12	missing				missing	missing		IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113639	53.928668854882574	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.0898709	-1.9972908
NZ_CP008833.1	edge_39	0.09038310000000001	0	81	7561	circular	2015-01-21	USA	USA	39.7837304	-100.4458825	sputum	Homo sapiens	missing	IncFII(K)_1, CP000648|IncFIB(pQil)_1, JN233705	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113639	53.928668854882574	Klebsiella pneumoniae subsp. pneumoniae KPR0928	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1492573999999998	-2.0207403000000004
NZ_CP029102.1	edge_39	0.09038310000000001	0	81	7562	circular	2018-05-02	missing				missing	missing		IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	135655	54.15281412406472	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1187413999999998	-2.0137966
NC_025166.1	edge_39	0.09038310000000001	0	81	7563	circular	2014-09-29								IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113639	53.92954883446704	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-8.3071995	-12.4422
NC_014016.1	edge_39	0.09038310000000001	0	81	7564	circular	2010-04-12								IncFII(K)_1, CP000648|IncFIB(pQil)_1, JN233705	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113637	53.92609801385112	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1422193999999999	-2.0264742
NC_025187.1	edge_39	0.09038310000000001	0	81	7565	circular	2014-09-29								IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	114464	53.92000978473581	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1356667999999999	-2.027052
NZ_CP011991.1	edge_39	0.09038310000000001	0	81	7566	circular	2015-08-13								IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113638	53.92826343300656	Klebsiella pneumoniae UHKPC33	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.15067	-2.0142154999999997
NZ_CP011986.1	edge_39	0.09038310000000001	0	81	7567	circular	2015-08-13								IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113639	53.92514893654467	Klebsiella pneumoniae UHKPC07	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1542291999999998	-2.0144944
HG969997.1	edge_39	0.09038310000000001	0	81	7568	circular	2016-05-13								IncFII(K)_1, CP000648|IncFIB(pQil)_1, JN233705	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	114173	53.92518371243639	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1606087999999999	-2.022036
NZ_CP014650.1	edge_39	0.09038310000000001	0	81	7569	circular	2016-06-23	USA		38.984652000000004	-77.094709				IncFII(K)_1, CP000648|IncFIB(pQil)_1, JN233705	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113639	53.92778887529809	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1451284	-2.0290885
NC_009650.1	edge_39	0.09038310000000001	0	81	7570	circular	2007-07-24								IncFII(K)_1, CP000648|IncFIB(pQil)_1, JN233705	IncF RST(K1:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(1);FIIS(-);FIIY(-)	107576	53.44035844426266	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1582472	-2.0265853
NZ_KP125893.1	edge_39	0.09038310000000001	0	81	7571	circular	2020-06-03								IncFII(K)_1, CP000648	IncF RST(K21:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(21);FIIS(-);FIIY(-)	133031	51.08734054468508	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.4336959999999999	-2.1197526
NZ_KJ721790.1	edge_39	0.09038310000000001	0	81	7572	circular	2020-06-03								IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	113637	53.9287379990672	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.15883	-2.0325394
NZ_KY271403.1	edge_39	0.09038310000000001	0	81	7573	linear	2020-06-03								IncFII(K)_1, CP000648|IncFIB(pQil)_1, JN233705	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	116499	54.00046352329205	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1435723	-2.0514023
NC_021665.1	edge_102	0.09038310000000001	0	81	7574	circular	2013-07-07								ColRNAI_1, DQ298019|rep22_1b_repB(pAMalpha1), AF503772		9957	39.1583810384654	Hungateiclostridium thermocellum	Hungateiclostridium thermocellum (1515)	Hungateiclostridium (2304692)	Hungateiclostridiaceae (2304686)	Clostridiales (186802)	Clostridia (186801)	Firmicutes (1239)	Bacteria (2)	1.3889610000000001	-0.11773393
NC_021653.1	edge_102	0.09038310000000001	0	81	7575	circular	2013-07-07								ColRNAI_1, DQ298019|rep22_1b_repB(pAMalpha1), AF503772		9892	39.58754549130611	Hungateiclostridium thermocellum	Hungateiclostridium thermocellum (1515)	Hungateiclostridium (2304692)	Hungateiclostridiaceae (2304686)	Clostridiales (186802)	Clostridia (186801)	Firmicutes (1239)	Bacteria (2)	1.2737148999999999	-0.09727453400000001
NC_021652.1	edge_102	0.09038310000000001	0	81	7576	circular	2013-07-07								ColRNAI_1, DQ298019|rep22_1b_repB(pAMalpha1), AF503772		9896	39.541228779304774	Hungateiclostridium thermocellum	Hungateiclostridium thermocellum (1515)	Hungateiclostridium (2304692)	Hungateiclostridiaceae (2304686)	Clostridiales (186802)	Clostridia (186801)	Firmicutes (1239)	Bacteria (2)	1.3539014999999999	-0.108498946
NZ_MG456577.1	edge_219	0.09038310000000001	0	81	7577	circular	2020-06-03										50001	57.376852462950744	Vibrio alginolyticus	Vibrio alginolyticus (663)	Vibrio (662)	Vibrionaceae (641)	Vibrionales (135623)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.5705528	-5.030146
NZ_KX863568.1	edge_219	0.09038310000000001	0	81	7578	circular	2020-06-03	USA: Tijuana River Estuary, San Diego, CA	USA,Tijuana River Estuary,San Diego,CA	32.878369	-117.21110300000001	environmental; wetland			IncP6_1, JF785550		35840	58.43191964285714	Citrobacter freundii	Citrobacter freundii (546)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.80996007	-5.19831
NZ_CP041049.1	edge_250	0.09038310000000001	0	81	7579	circular	2019-06-25	China		33.0	120.0		Homo sapiens		IncP6_1, JF785550		19568	60.47628781684382	Citrobacter sp. CF971	Citrobacter sp. CF971 (2566012)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.80245787	-5.1742926
NZ_CP043007.1	edge_255	0.09038310000000001	0	81	7580	circular	2019-08-27	China: Sichuan, Chengdu	China,Sichuan,Chengdu	30.6765553	104.0612783		Homo sapiens	Pure Culture	IncFIB(K)_1, JN233704	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	62434	53.33151808309575	Citrobacter portucalensis	Citrobacter portucalensis (1639133)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.27595562	-2.7798767000000004
NZ_CP012989.1	edge_255	0.09038310000000001	0	81	7581	circular	2016-01-27	Canada: Calgary		51.019802149473	-114.05508041381799	urine	Homo sapiens		IncFIB(K)_1, JN233704	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	134064	51.82897720491705	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-2.2137854	-2.8328732999999997
MN657245.1	edge_259	0.09038310000000001	0	81	7582	circular	2020-02-12								IncN_1, AY046276	IncN MLST(-):repN(1);traJ(8);korA(-)	44449	55.06985533982767	Enterobacteriaceae bacterium	Enterobacteriaceae bacterium (1849603)		Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.73447186	-2.843225
