Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","2018C01-239","SAMN12838235","PRJNA574008","GCA_009740245.1","Complete",5.63023,56.948,"chromosome:CP044385.1; plasmid p2018C01-239-1_MCR1:CP044386.1; plasmid p2018C01-239-2:CP044387.1; plasmid p2018C01-239-3:CP044388.1",,4,2880,"2019-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/740/245/GCA_009740245.1_ASM974024v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/245/GCF_009740245.1_ASM974024v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC9171","SAMEA3345126","PRJEB6403","GCA_901421965.1","Complete",5.15977,57.6,"chromosome 1:LR588410.1",,1,5375,"2019-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/421/965/GCA_901421965.1_38015_G01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/421/965/GCF_901421965.1_38015_G01"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","2018N16-148","SAMN12838237","PRJNA574008","GCA_009740085.1","Complete",5.40704,57.5387,"chromosome:CP044393.1; plasmid p2018N16-148-1:CP044394.1; plasmid p2018N16-148-2_MCR8:CP044395.1; plasmid p2018N16-148-3:CP044396.1; plasmid p2018N16-148-4:CP044397.1",,5,3049,"2019-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/740/085/GCA_009740085.1_ASM974008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/085/GCF_009740085.1_ASM974008v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","2018S07-013","SAMN12838236","PRJNA574008","GCA_009740225.1","Complete",5.63333,57.0689,"chromosome:CP044380.1; plasmid p2018S07-013-1:CP044381.1; plasmid p2018S07-013-2:CP044382.1; plasmid p2018S07-013-3_MCR3:CP044383.1; plasmid p2018S07-013-4:CP044384.1",,5,3003,"2019-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/740/225/GCA_009740225.1_ASM974022v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/225/GCF_009740225.1_ASM974022v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-120","SAMN14609780","PRJNA624897","GCA_013315935.1","Complete",5.45744,50.5865,"chromosome:CP054335.1; plasmid pSCU-120-1:CP054336.1; plasmid pSCU-120-2:CP054337.1; plasmid pSCU-120-3:CP054338.1; plasmid pSCU-120-4:CP054339.1; plasmid pSCU-120-5:CP054340.1; plasmid pSCU-120-6:CP054341.1; plasmid pSCU-120-7:CP054342.1",,8,4211,"2020-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/935/GCA_013315935.1_ASM1331593v1",
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-103","SAMN14943534","PRJNA624897","GCA_013341375.1","Complete",5.4431,50.8759,"chromosome:CP054457.1; plasmid pSCU-103-1:CP054458.1; plasmid pSCU-103-2:CP054459.1; plasmid pSCU-103-3:CP054460.1; plasmid pSCU-103-4:CP054461.1; plasmid pSCU-103-5:CP054462.1; plasmid pSCU-103-6:CP054463.1; plasmid pSCU-103-7:CP054464.1",,8,3705,"2020-06-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/341/375/GCA_013341375.1_ASM1334137v1",
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCYU-26-73","SAMN12500848","PRJNA558860","GCA_007998065.1","Complete",5.93889,50.2705,"chromosome:CP042615.1; plasmid pNCYU-26-73-1:CP042616.1; plasmid pNCYU-26-73-10:CP042625.1; plasmid pNCYU-26-73-11:CP042626.1; plasmid pNCYU-26-73-2:CP042617.1; plasmid pNCYU-26-73-3_MCR3:CP042618.1; plasmid pNCYU-26-73-4:CP042619.1; plasmid pNCYU-26-73-5:CP042620.1; plasmid pNCYU-26-73-6:CP042621.1; plasmid pNCYU-26-73-7:CP042622.1; plasmid pNCYU-26-73-8:CP042623.1; plasmid pNCYU-26-73-9:CP042624.1",,12,3661,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/065/GCA_007998065.1_ASM799806v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/998/065/GCF_007998065.1_ASM799806v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCYU-21-79","SAMN12500845","PRJNA558860","GCA_007998125.1","Complete",5.29888,50.6876,"chromosome:CP042645.1; plasmid pNCYU-21-79-1:CP042646.1; plasmid pNCYU-21-79-2_MCR1:CP042647.1; plasmid pNCYU-21-79-3:CP042648.1; plasmid pNCYU-21-79-4:CP042649.1",,5,2888,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/125/GCA_007998125.1_ASM799812v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/998/125/GCF_007998125.1_ASM799812v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-488","SAMN14943542","PRJNA624897","GCA_013341335.1","Complete",5.23975,50.6035,"chromosome:CP054449.1; plasmid pSCU-488-1:CP054450.1; plasmid pSCU-488-2:CP054451.1; plasmid pSCU-488-3:CP054452.1; plasmid pSCU-488-4:CP054453.1",,5,3821,"2020-06-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/341/335/GCA_013341335.1_ASM1334133v1",
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-390","SAMN14609796","PRJNA624897","GCA_013315875.1","Complete",5.14711,50.541,"chromosome:CP054319.1; plasmid pSCU-390-1:CP054321.1; plasmid pSCU-390-2:CP054320.1; plasmid pSCU-390-3:CP054322.1; plasmid pSCU-390-4:CP054323.1; plasmid pSCU-390-5:CP054324.1",,6,3691,"2020-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/875/GCA_013315875.1_ASM1331587v1",
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCYU-29-69","SAMN12500850","PRJNA558860","GCA_007997855.1","Complete",5.26014,50.7486,"chromosome:CP042599.1; plasmid pNCYU-29-69-1:CP042600.1; plasmid pNCYU-29-69-2:CP042601.1; plasmid pNCYU-29-69-3_MCR3:CP042602.1; plasmid pNCYU-29-69-4:CP042603.1; plasmid pNCYU-29-69-5:CP042604.1; plasmid pNCYU-29-69-6:CP042605.1",,7,2920,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/997/855/GCA_007997855.1_ASM799785v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/997/855/GCF_007997855.1_ASM799785v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCYU-25-82","SAMN12500847","PRJNA558860","GCA_007998085.1","Complete",5.80677,50.6408,"chromosome:CP042627.1; plasmid pNCYU-25-82-10:CP042637.1; plasmid pNCYU-25-82-1_MCR3:CP042628.1; plasmid pNCYU-25-82-2:CP042629.1; plasmid pNCYU-25-82-3:CP042630.1; plasmid pNCYU-25-82-4:CP042631.1; plasmid pNCYU-25-82-5:CP042632.1; plasmid pNCYU-25-82-6:CP042633.1; plasmid pNCYU-25-82-7:CP042634.1; plasmid pNCYU-25-82-8:CP042635.1; plasmid pNCYU-25-82-9:CP042636.1",,11,3694,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/085/GCA_007998085.1_ASM799808v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/998/085/GCF_007998085.1_ASM799808v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-121","SAMN14609781","PRJNA624897","GCA_013315915.1","Complete",5.04465,50.6265,"chromosome:CP054328.1; plasmid pSCU-121-1:CP054329.1; plasmid pSCU-121-2:CP054330.1; plasmid pSCU-121-3:CP054331.1; plasmid pSCU-121-4:CP054332.1; plasmid pSCU-121-5:CP054333.1; plasmid pSCU-121-6:CP054334.1",,7,3570,"2020-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/915/GCA_013315915.1_ASM1331591v1",
"Escherichia coli B7A","Bacteria;Proteobacteria;Gammaproteobacteria","B7A","SAMN02918008","PRJNA205485","GCA_000725265.1","Complete",5.23044,50.7206,"chromosome:CP005998.1; plasmid pEB1:CP005999.1; plasmid pEB2:CP006000.1; plasmid pEB3:CP006001.1; plasmid pEB4:CP006002.1",,5,5384,"2014-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/265/GCA_000725265.1_ASM72526v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/265/GCF_000725265.1_ASM72526v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCYU-24-74","SAMN12500846","PRJNA558860","GCA_007998105.1","Complete",5.34093,50.4494,"chromosome:CP042638.1; plasmid pNCYU-24-74-1:CP042639.1; plasmid pNCYU-24-74-2:CP042640.1; plasmid pNCYU-24-74-3:CP042641.1; plasmid pNCYU-24-74-4_MCR3:CP042642.1; plasmid pNCYU-24-74-5:CP042643.1; plasmid pNCYU-24-74-6_MCR1:CP042644.1",,7,2628,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/105/GCA_007998105.1_ASM799810v1",
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","NCYU-29-19","SAMN12500849","PRJNA558860","GCA_007998005.1","Complete",4.79322,50.8982,"chromosome:CP042606.1; plasmid pNCYU-29-19-1_MCR1:CP042607.1; plasmid pNCYU-29-19-2_MCR3:CP042608.1; plasmid pNCYU-29-19-3:CP042609.1; plasmid pNCYU-29-19-4:CP042610.1; plasmid pNCYU-29-19-5:CP042611.1; plasmid pNCYU-29-19-6:CP042612.1; plasmid pNCYU-29-19-7:CP042613.1; plasmid pNCYU-29-19-8:CP042614.1",,9,2848,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/005/GCA_007998005.1_ASM799800v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/998/005/GCF_007998005.1_ASM799800v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C27A","SAMN12789772","PRJNA566431","GCA_009762475.1","Complete",5.27945,50.7132,"chromosome:CP044305.1; plasmid pC27A-2:CP044307.1; plasmid pC27A-3:CP044308.1; plasmid pC27A-4:CP044309.1; plasmid pC27A-CTX-M-55:CP044306.1",,5,4265,"2019-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/475/GCA_009762475.1_ASM976247v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/475/GCF_009762475.1_ASM976247v1"
"Klebsiella pneumoniae subsp. pneumoniae HS11286","Bacteria;Proteobacteria;Gammaproteobacteria","HS11286","SAMN02602959","PRJNA78789","GCA_000240185.2","Complete",5.68232,57.1373,"chromosome:NC_016845.1/CP003200.1; plasmid pKPHS1:NC_016838.1/CP003223.1; plasmid pKPHS2:NC_016846.1/CP003224.1; plasmid pKPHS3:NC_016839.1/CP003225.1; plasmid pKPHS4:NC_016840.1/CP003226.1; plasmid pKPHS5:NC_016847.1/CP003227.1; plasmid pKPHS6:NC_016841.1/CP003228.1",,7,5779,"2011-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/185/GCA_000240185.2_ASM24018v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1374","SAMN03733738","PRJNA246471","GCA_001022195.1","Complete",7.22729,55.2606,"chromosome:NZ_CP011636.1/CP011636.1; plasmid pCAV1374-14:NZ_CP011627.1/CP011627.1; plasmid pCAV1374-150:NZ_CP011633.1/CP011633.1; plasmid pCAV1374-16:NZ_CP011628.1/CP011628.1; plasmid pCAV1374-1919:NZ_CP011625.1/CP011625.1; plasmid pCAV1374-228:NZ_CP011634.1/CP011634.1; plasmid pCAV1374-34:NZ_CP011629.1/CP011629.1; plasmid pCAV1374-49:NZ_CP011630.1/CP011630.1; plasmid pCAV1374-54:NZ_CP011631.1/CP011631.1; plasmid pCAV1374-6538:NZ_CP011626.1/CP011626.1; plasmid pCAV1374-84:NZ_CP011632.1/CP011632.1; plasmid pKPC_CAV1374:NZ_CP011635.1/CP011635.1",,12,6662,"2015-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/195/GCA_001022195.1_ASM102219v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/195/GCF_001022195.1_ASM102219v1"
"Enterobacter roggenkampii","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_523","SAMN10163217","PRJNA231221","GCA_003812145.1","Complete",5.19052,55.3265,"chromosome:NZ_CP033800.1/CP033800.1; plasmid unnamed1:NZ_CP033797.1/CP033797.1; plasmid unnamed10:NZ_CP033807.1/CP033807.1; plasmid unnamed2:NZ_CP033798.1/CP033798.1; plasmid unnamed3:NZ_CP033799.1/CP033799.1; plasmid unnamed4:NZ_CP033801.1/CP033801.1; plasmid unnamed5:NZ_CP033802.1/CP033802.1; plasmid unnamed6:NZ_CP033803.1/CP033803.1; plasmid unnamed7:NZ_CP033804.1/CP033804.1; plasmid unnamed8:NZ_CP033805.1/CP033805.1; plasmid unnamed9:NZ_CP033806.1/CP033806.1",,11,4766,"2018-11-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/145/GCA_003812145.1_ASM381214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/145/GCF_003812145.1_ASM381214v1"
"Enterobacter cloacae subsp. dissolvens SDM","Bacteria;Proteobacteria;Gammaproteobacteria","SDM","SAMN02603521","PRJNA74737","GCA_000235765.3","Complete",4.96825,55.1,"chromosome:NC_018079.1/CP003678.1",,1,4486,"2012-06-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/765/GCA_000235765.3_ASM23576v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/765/GCF_000235765.1_ASM23576v3"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","MSB1_8A-sc-2280397","SAMEA3357466","PRJNA486877","GCA_003432165.1","Complete",6.10991,56.5945,"chromosome:NZ_CP031800.1/CP031800.1; plasmid unnamed1:NZ_CP031801.1/CP031801.1; plasmid unnamed2:NZ_CP031802.1/CP031802.1; plasmid unnamed3:NZ_CP031803.1/CP031803.1; plasmid unnamed4:NZ_CP031804.1/CP031804.1; plasmid unnamed5:NZ_CP031805.1/CP031805.1; plasmid unnamed6:NZ_CP031806.1/CP031806.1; plasmid unnamed7:NZ_CP031807.1/CP031807.1",,8,5926,"2018-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/432/165/GCA_003432165.1_ASM343216v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/432/165/GCF_003432165.1_ASM343216v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","HKP0018","SAMN15946735","PRJNA660340","GCA_014495785.1","Complete",5.72918,56.8868,"chromosome:NZ_CP061062.1/CP061062.1; plasmid pHKP0018.1:NZ_CP061063.1/CP061063.1; plasmid pHKP0018.2:NZ_CP061064.1/CP061064.1; plasmid pHKP0018.3:NZ_CP061065.1/CP061065.1; plasmid pHKP0018.4:NZ_CP061066.1/CP061066.1; plasmid pHKP0018.5:NZ_CP061067.1/CP061067.1; plasmid pHKP0018.6:NZ_CP061068.1/CP061068.1; plasmid pHKP0018.7:NZ_CP061069.1/CP061069.1; plasmid pHKP0018.8:NZ_CP061070.1/CP061070.1",,9,5340,"2020-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/495/785/GCA_014495785.1_ASM1449578v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/785/GCF_014495785.1_ASM1449578v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","HKP0067","SAMN15946737","PRJNA660340","GCA_014495765.1","Complete",5.73084,56.8814,"chromosome:NZ_CP061053.1/CP061053.1; plasmid pHKP0067.1:NZ_CP061054.1/CP061054.1; plasmid pHKP0067.2:NZ_CP061055.1/CP061055.1; plasmid pHKP0067.3:NZ_CP061056.1/CP061056.1; plasmid pHKP0067.4:NZ_CP061057.1/CP061057.1; plasmid pHKP0067.5:NZ_CP061058.1/CP061058.1; plasmid pHKP0067.6:NZ_CP061059.1/CP061059.1; plasmid pHKP0067.7:NZ_CP061060.1/CP061060.1; plasmid pHKP0067.8:NZ_CP061061.1/CP061061.1",,9,5348,"2020-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/495/765/GCA_014495765.1_ASM1449576v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/765/GCF_014495765.1_ASM1449576v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Kp202","SAMN12082929","PRJNA549322","GCA_006459145.1","Complete",5.93788,56.669,"chromosome:NZ_CP041082.1/CP041082.1; plasmid pKp202_1:NZ_CP041083.1/CP041083.1; plasmid pKp202_2:NZ_CP041084.1/CP041084.1; plasmid pKp202_3:NZ_CP041085.1/CP041085.1; plasmid pKp202_4:NZ_CP041086.1/CP041086.1; plasmid pKp202_5:NZ_CP041087.1/CP041087.1; plasmid pKp202_6:NZ_CP041088.1/CP041088.1; plasmid pKp202_7:NZ_CP041089.1/CP041089.1",,8,5619,"2019-06-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/459/145/GCA_006459145.1_ASM645914v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/459/145/GCF_006459145.1_ASM645914v1"
"Citrobacter freundii","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1321","SAMN03733741","PRJNA246471","GCA_001022155.1","Complete",5.4894,51.5557,"chromosome:NZ_CP011612.1/CP011612.1; plasmid pCAV1321-135:NZ_CP011610.1/CP011610.1; plasmid pCAV1321-1916:NZ_CP011603.1/CP011603.1; plasmid pCAV1321-3223:NZ_CP011604.1/CP011604.1; plasmid pCAV1321-3820:NZ_CP011605.1/CP011605.1; plasmid pCAV1321-4310:NZ_CP011606.1/CP011606.1; plasmid pCAV1321-4938:NZ_CP011607.1/CP011607.1; plasmid pCAV1321-71:NZ_CP011609.1/CP011609.1; plasmid pKPC_CAV1321-244:NZ_CP011611.1/CP011611.1; plasmid pKPC_CAV1321-45:NZ_CP011608.1/CP011608.1",,10,5145,"2015-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/155/GCA_001022155.1_ASM102215v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/155/GCF_001022155.1_ASM102215v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KpvST101_OXA-48","SAMN09729079","PRJNA483246","GCA_003363735.2","Complete",6.11539,56.2058,"chromosome:NZ_CP031368.1/CP031368.2; plasmid pKpvOXA-48:NZ_CP031374.1/CP031374.2; plasmid pKpvST101:NZ_CP031369.1/CP031369.2; plasmid pKpvST101_3:NZ_CP031370.1/CP031370.2; plasmid pKpvST101_4:NZ_CP031371.1/CP031371.2; plasmid pKpvST101_5:NZ_CP031372.1/CP031372.2; plasmid pKpvST101_6:NZ_CP031373.1/CP031373.2; plasmid pKpvST101_7:NZ_CP031375.1/CP031375.2",,8,5523,"2018-08-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/363/735/GCA_003363735.2_ASM336373v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/735/GCF_003363735.1_ASM336373v2"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BA34918","SAMN10956502","PRJNA522836","GCA_004295405.1","Complete",6.18136,56.6247,"chromosome:NZ_CP036190.1/CP036190.1; plasmid pCol440II:NZ_CP036198.1/CP036198.1; plasmid pColKP3:NZ_CP036197.1/CP036197.1; plasmid pColRNAI:NZ_CP036196.1/CP036196.1; plasmid pIncAC2:NZ_CP036192.1/CP036192.1; plasmid pIncFIB:NZ_CP036194.1/CP036194.1; plasmid pIncFIBpQil:NZ_CP036193.1/CP036193.1; plasmid pIncX3:NZ_CP036195.1/CP036195.1; plasmid pvirulence_VBA34918:NZ_CP036191.1/CP036191.1",,9,5778,"2019-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/405/GCA_004295405.1_ASM429540v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/405/GCF_004295405.1_ASM429540v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BA28434","SAMN08389138","PRJNA427764","GCA_002909775.2","Complete",5.71842,56.9845,"chromosome:NZ_CP036327.1/CP036327.1; plasmid pColKP3:NZ_CP036331.1/CP036331.1; plasmid pIncFIA:NZ_CP036329.1/CP036329.1; plasmid pIncFIBpQil:NZ_CP036328.1/CP036328.1; plasmid punnamed_1_VBA28434:NZ_CP036330.1/CP036330.1; plasmid punnamed_2_VBA28434:NZ_CP036333.1/CP036333.1; plasmid punnamed_3_VBA28434:NZ_CP036332.1/CP036332.1; plasmid punnamed_4_VBA28434:NZ_CP036334.1/CP036334.1",,8,5374,"2019-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/909/775/GCA_002909775.2_ASM290977v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/909/775/GCF_002909775.1_ASM290977v2"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KpvST147B_SE1_1_NDM","SAMN11835544","PRJNA483246","GCA_005944305.1","Complete",6.10977,56.3,"chromosome:NZ_CP040724.1/CP040724.1; plasmid pKpvST147B_3:NZ_CP040725.1/CP040725.1; plasmid pKpvST147B_4:NZ_CP040727.1/CP040727.1; plasmid pKpvST147B_5:NZ_CP040729.1/CP040729.1; plasmid pKpvST147B_NDM-1:NZ_CP040728.1/CP040728.1; plasmid pKpvST147B_virulence:NZ_CP040726.1/CP040726.1; plasmid unnamed1:NZ_CP040730.1/CP040730.1; plasmid unnamed2:NZ_CP040731.1/CP040731.1",,8,5589,"2019-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/944/305/GCA_005944305.1_ASM594430v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/944/305/GCF_005944305.1_ASM594430v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BA4656","SAMN10908921","PRJNA521675","GCA_004209795.1","Complete",6.13878,56.6917,"chromosome:NZ_CP035905.1/CP035905.1; plasmid pCol440II:NZ_CP035912.1/CP035912.1; plasmid pColRNAI:NZ_CP035911.1/CP035911.1; plasmid pIncAC2:NZ_CP035908.1/CP035908.1; plasmid pIncFIBpQil:NZ_CP035907.1/CP035907.1; plasmid pIncX3:NZ_CP035910.1/CP035910.1; plasmid unnamed1:NZ_CP035906.1/CP035906.1; plasmid unnamed2:NZ_CP035909.1/CP035909.1",,8,5542,"2019-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/209/795/GCA_004209795.1_ASM420979v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/209/795/GCF_004209795.1_ASM420979v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KPNIH49","SAMN06040388","PRJNA430813","GCA_002903025.1","Complete",6.37455,56.1673,"chromosome:NZ_CP026178.1/CP026178.1; plasmid pKPC-224e:NZ_CP026179.1/CP026179.1; plasmid pKPN-0c4e:NZ_CP026182.1/CP026182.1; plasmid pKPN-3967:NZ_CP026186.1/CP026186.1; plasmid pKPN-6a23:NZ_CP026181.1/CP026181.1; plasmid pKPN-9729:NZ_CP026180.1/CP026180.1; plasmid pKPN-9a0d:NZ_CP026185.1/CP026185.1; plasmid pKPN-af73:NZ_CP026184.1/CP026184.1; plasmid pKPN-dfda:NZ_CP026183.1/CP026183.1",,9,5981,"2018-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/025/GCA_002903025.1_ASM290302v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/903/025/GCF_002903025.1_ASM290302v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","47733","SAMN14421539","PRJNA613904","GCA_011769725.1","Complete",5.91979,56.8305,"chromosome:NZ_CP050360.1/CP050360.1; plasmid p47733L:NZ_CP050366.1/CP050366.1; plasmid p47733S:NZ_CP050369.1/CP050369.1; plasmid p47733_ARR2:NZ_CP050361.1/CP050361.1; plasmid p47733_COLBS512:NZ_CP050362.1/CP050362.1; plasmid p47733_COLMG828:NZ_CP050363.1/CP050363.1; plasmid p47733_COL_PVC:NZ_CP050370.1/CP050370.1; plasmid p47733_CTX_M_15:NZ_CP050364.1/CP050364.1; plasmid p47733_IncFIB:NZ_CP050365.1/CP050365.1; plasmid p47733_NDM_5:NZ_CP050367.1/CP050367.1; plasmid p47733_OXA_181:NZ_CP050368.1/CP050368.1",,11,5625,"2020-03-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/769/725/GCA_011769725.1_ASM1176972v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/769/725/GCF_011769725.1_ASM1176972v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","DA48896","SAMN05908511","PRJNA348457","GCA_003006175.1","Complete",5.75228,56.8466,"chromosome:NZ_CP024429.1/CP024429.1; plasmid p48896_1:NZ_CP024430.1/CP024430.1; plasmid p48896_2:NZ_CP024431.1/CP024431.1; plasmid p48896_3:NZ_CP024432.1/CP024432.1; plasmid p48896_4:NZ_CP024433.1/CP024433.1; plasmid p48896_5:NZ_CP024434.1/CP024434.1; plasmid p48896_6:NZ_CP024435.1/CP024435.1; plasmid p48896_7:NZ_CP024436.1/CP024436.1",,8,5419,"2018-03-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/175/GCA_003006175.1_ASM300617v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/175/GCF_003006175.1_ASM300617v1"
